customer_id,full_name,email,city,segment,swiggy_one_member,phone,marketing_opt_in,signup_date
SWGY11592,Aadhya Das,aadhya.das735@yahoo.com,Kolkata,New,False,+918212821938,True,2023-06-13
SWGY13142,Aadhya Das,aadhya.das765@outlook.com,Jaipur,Dormant,True,+919504449209,True,2025-02-20
SWGY10279,Aadhya Das,aadhya.das768@outlook.com,Kochi,Frequent Orderer,True,+919407929049,False,2024-03-28
SWGY14181,Aadhya Gupta,aadhya.gupta178@outlook.com,Vijayawada,Dormant,False,+912743418424,True,2025-05-21
SWGY13760,Aadhya Gupta,aadhya.gupta307@outlook.com,Noida,Swiggy One Member,True,+919717304311,True,2024-05-05
SWGY13501,Aadhya Gupta,aadhya.gupta417@outlook.com,Nellore,Frequent Orderer,False,,False,2024-08-10
SWGY10079X,Aadhya Gupta,aadhya.gupta425@outlook.com,Kochi,Swiggy One Member,True,,False,2024-10-24
SWGY11231,Aadhya Gupta,aadhya.gupta530@gmail.co,Mumbai,Frequent Orderer,False,,False,2024-06-09
SWGY12552,Aadhya Gupta,aadhya.gupta532@gmail.com,Noida,New,False,+918482723099,True,2024-11-11
SWGY15008,Aadhya Gupta,aadhya.gupta545@gmail.com,Hyderabad,New,False,+918162173002,True,2023-11-18
SWGY11768,Aadhya Gupta,aadhya.gupta554@yahoo.com,Hyderabad,Frequent Orderer,True,+913183801693,False,2025-04-14
SWGY13010,Aadhya Gupta,aadhya.gupta603@hotmail.com,Ahmedabad,Swiggy One Member,True,+919912638279,True,2024-08-01
SWGY11457X,Aadhya Gupta,aadhya.gupta676@gmail.co,Pune,Frequent Orderer,True,+915697714336,True,2023-07-13
SWGY15567,Aadhya Gupta,aadhya.gupta733@hotmail.com,Noida,Frequent Orderer,False,+911412749257,False,2024-11-28
SWGY12155,Aadhya Gupta,aadhya.gupta832@hotmail.com,Gurugram,Frequent Orderer,False,+916314931813,False,2023-12-28
SWGY11483,Aadhya Gupta,aadhya.gupta849@hotmail.com,Ahmedabad,Frequent Orderer,False,+910701785020,True,2023-07-25
SWGY13662,Aadhya Iyer,aadhya.iyer137@hotmail.com,Lucknow,Dormant,False,+914029133227,True,2024-02-04
SWGY12902,Aadhya Iyer,aadhya.iyer157@gmail.com,Nellore,Dormant,False,+913143061432,True,2025-02-20
SWGY15361,Aadhya Iyer,aadhya.iyer236@hotmail.com,Delhi,New,False,+919547716048,False,2023-06-12
SWGY14608,Aadhya Iyer,aadhya.iyer246@outlook.com,Mumbai,Dormant,False,,True,2025-05-27
SWGY10342,Aadhya Iyer,aadhya.iyer255@outlook.com,Bengaluru,Churned,False,,False,2024-03-24
SWGY12117,Aadhya Iyer,aadhya.iyer472@outlook.com,Kochi,Unclassified,False,+911153270341,True,2023-12-25
SWGY15460,Aadhya Iyer,aadhya.iyer528@gmail.co,Nellore,Frequent Orderer,False,+911921029957,False,2024-09-10
SWGY14917,Aadhya Iyer,aadhya.iyer690@gmail.com,Ahmedabad,Frequent Orderer,True,+919483553810,False,2024-08-31
SWGY15881,Aadhya Iyer,aadhya.iyer906@gmail.co,Gurugram,Frequent Orderer,False,+915404365112,False,2024-05-06
SWGY11053,Aadhya Joshi,aadhya.joshi116@gmail.co,Delhi,Churned,False,,True,2024-02-15
SWGY10413,Aadhya Joshi,aadhya.joshi255@outlook.com,Chennai,Dormant,False,+917347156627,False,2023-11-16
SWGY10128,Aadhya Joshi,aadhya.joshi300@gmail.com,Gurugram,New,True,+918427978819,True,2023-11-19
SWGY10395,Aadhya Joshi,aadhya.joshi392@gmail.com,Gurugram,Frequent Orderer,False,+913415148881,False,2024-08-16
SWGY10669,Aadhya Joshi,aadhya.joshi413@gmail.co,,Frequent Orderer,False,,True,2024-09-15
SWGY12289,Aadhya Joshi,aadhya.joshi42@outlook.com,Pune,Unclassified,False,+917531575229,False,2024-06-15
SWGY12017,Aadhya Joshi,aadhya.joshi59@hotmail.com,Kolkata,Swiggy One Member,True,,False,2024-08-09
SWGY10511,Aadhya Joshi,aadhya.joshi786@gmail.co,Kolkata,Frequent Orderer,True,+912943985298,False,2024-07-25
SWGY15151,Aadhya Joshi,aadhya.joshi998@hotmail.com,Kolkata,Frequent Orderer,False,+919403683469,False,2023-06-26
SWGY14047,Aadhya Kapoor,aadhya.kapoor178@yahoo.com,Gurugram,Unclassified,True,+916828780897,True,2023-09-28
SWGY10930,Aadhya Kapoor,aadhya.kapoor190@yahoo.com,Lucknow,Frequent Orderer,False,+916075988978,False,2024-10-08
SWGY11192,Aadhya Kapoor,aadhya.kapoor193@hotmail.com,Noida,Frequent Orderer,False,+918107491619,True,2024-11-04
SWGY15001,Aadhya Kapoor,aadhya.kapoor583@gmail.com,Noida,Swiggy One Member,True,,False,2024-06-04
SWGY12723,Aadhya Kapoor,aadhya.kapoor716@gmail.com,Kolkata,Frequent Orderer,True,,True,2025-03-07
SWGY10698,Aadhya Kapoor,aadhya.kapoor90@outlook.com,Bengaluru,Frequent Orderer,False,+915768321021,False,2024-03-12
SWGY14777,Aadhya Khan,aadhya.khan204@gmail.com,Lucknow,Frequent Orderer,False,+918025437316,False,2024-07-28
SWGY11615,Aadhya Khan,aadhya.khan299@outlook.com,Ahmedabad,Swiggy One Member,True,+917280903178,False,2024-03-18
SWGY12369,Aadhya Khan,aadhya.khan374@gmail.com,Hyderabad,New,False,+916047092803,True,2023-07-23
SWGY11537,Aadhya Khan,aadhya.khan484@gmail.com,Kolkata,Swiggy One Member,True,+915882187089,True,2024-03-07
SWGY14519,Aadhya Khan,aadhya.khan494@gmail.com,Vijayawada,Frequent Orderer,False,+911227011923,False,2023-12-22
SWGY15852X,Aadhya Khan,aadhya.khan592@gmail.com,Chennai,Swiggy One Member,True,+915939897751,True,2024-09-10
SWGY12512,Aadhya Khan,aadhya.khan876@hotmail.com,Noida,Frequent Orderer,False,,False,2024-12-29
SWGY13633,Aadhya Khan,aadhya.khan878@yahoo.com,Lucknow,Frequent Orderer,False,,True,2023-11-18
SWGY15492,Aadhya Malhotra,aadhya.malhotra452@gmail.co,Mumbai,Swiggy One Member,True,+912586663049,False,2024-05-12
SWGY14046,Aadhya Malhotra,aadhya.malhotra454@yahoo.com,Vijayawada,Unclassified,False,+913285155297,False,2024-05-14
SWGY12643,Aadhya Malhotra,aadhya.malhotra820@hotmail.com,Chennai,Frequent Orderer,False,+915858726327,False,2024-06-15
SWGY14776,Aadhya Malhotra,aadhya.malhotra990@gmail.com,Chennai,Swiggy One Member,True,+919009058481,True,2023-08-26
SWGY11046,Aadhya Mehta,aadhya.mehta212@yahoo.com,Chennai,New,False,+911353867625,False,2023-10-18
SWGY14877,Aadhya Mehta,aadhya.mehta348@gmail.com,Vijayawada,New,False,+914600155166,False,2024-05-25
SWGY14747,Aadhya Mehta,aadhya.mehta431@yahoo.com,Ahmedabad,Frequent Orderer,True,+913004652297,True,2023-10-02
SWGY10780,Aadhya Mehta,aadhya.mehta437@gmail.com,Kochi,Frequent Orderer,True,+913083566910,False,2023-07-18
SWGY12211,Aadhya Mehta,aadhya.mehta496@yahoo.com,,New,False,,False,2024-06-11
SWGY15209,Aadhya Mehta,aadhya.mehta714@gmail.co,Bengaluru,Dormant,False,+910304821023,True,2023-08-30
SWGY15427,Aadhya Mehta,aadhya.mehta717@gmail.co,Jaipur,Dormant,True,+913738935057,True,2023-07-29
SWGY11102,Aadhya Mehta,aadhya.mehta928@hotmail.com,,Swiggy One Member,True,,True,2023-09-13
SWGY14477,Aadhya Menon,aadhya.menon191@outlook.com,Ahmedabad,Frequent Orderer,False,+913143560341,True,2024-11-02
SWGY11728,Aadhya Menon,aadhya.menon551@hotmail.com,Mumbai,Frequent Orderer,False,+913770124931,True,2024-10-29
SWGY11172,Aadhya Menon,aadhya.menon562@gmail.com,Delhi,Dormant,False,+916933154230,True,2024-05-04
SWGY14082,Aadhya Menon,aadhya.menon608@hotmail.com,Vijayawada,New,True,+917427018972,False,2024-02-11
SWGY15689,Aadhya Menon,aadhya.menon862@yahoo.com,Mumbai,Dormant,True,+913202378630,False,2024-12-13
SWGY15291,Aadhya Nair,aadhya.nair103@hotmail.com,,Dormant,False,+913281904660,True,2024-03-18
SWGY12428,Aadhya Nair,aadhya.nair11@gmail.co,Bengaluru,Unclassified,True,,True,2024-11-08
SWGY14508,Aadhya Nair,aadhya.nair146@gmail.com,Pune,Dormant,False,+917421066467,False,2023-07-01
SWGY12234,Aadhya Nair,aadhya.nair23@gmail.co,Nellore,Churned,False,+910080570197,True,2024-11-11
SWGY13698,Aadhya Nair,aadhya.nair249@hotmail.com,Mumbai,Swiggy One Member,True,,True,2024-12-29
SWGY10833,Aadhya Nair,aadhya.nair258@gmail.co,Hyderabad,Frequent Orderer,True,,False,2024-02-13
SWGY11444,Aadhya Nair,aadhya.nair332@hotmail.com,,Frequent Orderer,True,,False,2024-07-11
SWGY14807,Aadhya Nair,aadhya.nair538@yahoo.com,Mumbai,Dormant,False,+911410468715,True,2024-06-07
SWGY10030,Aadhya Nair,aadhya.nair552@gmail.co,Jaipur,Churned,False,+919453147379,True,2024-11-16
SWGY10345,Aadhya Nair,aadhya.nair674@gmail.co,Pune,Dormant,False,+912032074276,False,2024-10-16
SWGY13922,Aadhya Nair,aadhya.nair709@hotmail.com,Lucknow,Frequent Orderer,False,+915240541683,True,2024-08-10
SWGY10791,Aadhya Nair,aadhya.nair973@gmail.co,Noida,Unclassified,True,+912053440777,True,2025-03-06
SWGY11584,Aadhya Patel,aadhya.patel201@gmail.co,Kochi,Frequent Orderer,False,+912544225351,True,2025-05-20
SWGY11152,Aadhya Patel,aadhya.patel409@gmail.com,Nellore,Dormant,False,+919612190518,False,2023-06-24
SWGY13983,Aadhya Patel,aadhya.patel625@yahoo.com,Mumbai,New,False,+913223947800,False,2024-03-16
SWGY13812,Aadhya Patel,aadhya.patel67@outlook.com,Delhi,Dormant,False,+915606955991,True,2024-12-20
SWGY14956,Aadhya Patel,aadhya.patel726@outlook.com,Nellore,Dormant,False,+916377027002,True,2023-09-05
SWGY11439,Aadhya Patel,aadhya.patel842@outlook.com,Kochi,Swiggy One Member,True,+916130236416,False,2023-08-23
SWGY13344,Aadhya Patel,aadhya.patel924@yahoo.com,Kolkata,Churned,False,+913693411525,False,2024-12-23
SWGY15279,Aadhya Pillai,aadhya.pillai133@yahoo.com,Kolkata,New,False,+915141292756,False,2024-07-20
SWGY14179,Aadhya Pillai,aadhya.pillai253@gmail.co,Gurugram,Frequent Orderer,False,,True,2025-02-06
SWGY14136,Aadhya Pillai,aadhya.pillai316@hotmail.com,Jaipur,New,True,+919417572308,True,2024-09-23
SWGY10013,Aadhya Pillai,aadhya.pillai322@yahoo.com,Vijayawada,Frequent Orderer,False,+912475107991,True,2024-11-17
SWGY12410,Aadhya Pillai,aadhya.pillai330@gmail.com,Pune,Frequent Orderer,False,+915067996451,True,2025-04-10
SWGY13530,Aadhya Pillai,aadhya.pillai351@gmail.co,Nellore,New,False,+916224462655,False,2025-05-11
SWGY11522X,Aadhya Pillai,aadhya.pillai446@gmail.com,Bengaluru,Swiggy One Member,True,+912129887466,False,2024-07-22
SWGY12018,Aadhya Pillai,aadhya.pillai771@gmail.co,Gurugram,Swiggy One Member,True,+911056396704,False,2023-06-16
SWGY14789,Aadhya Pillai,aadhya.pillai925@gmail.com,Pune,Dormant,False,,False,2025-05-27
SWGY12139,Aadhya Pillai,aadhya.pillai940@outlook.com,,Frequent Orderer,False,+917294361090,True,2024-04-08
SWGY14606,Aadhya Pillai,aadhya.pillai954@outlook.com,Jaipur,Swiggy One Member,True,+916368052457,False,2023-10-06
SWGY12016,Aadhya Rao,aadhya.rao330@yahoo.com,Noida,Frequent Orderer,False,+912519187162,False,2025-01-06
SWGY13881,Aadhya Rao,aadhya.rao415@hotmail.com,Gurugram,New,False,+918549751579,True,2023-09-01
SWGY15683,Aadhya Rao,aadhya.rao424@gmail.com,Noida,Churned,False,+913359467562,False,2024-10-06
SWGY15995,Aadhya Rao,aadhya.rao461@outlook.com,Kochi,Dormant,False,+911567384427,True,2024-02-20
SWGY13292,Aadhya Rao,aadhya.rao54@gmail.com,Delhi,New,False,+917069832924,False,2024-08-26
SWGY11532,Aadhya Rao,aadhya.rao576@outlook.com,Noida,Frequent Orderer,False,+917700627959,True,2023-06-20
SWGY14332,Aadhya Rao,aadhya.rao577@yahoo.com,Bengaluru,Dormant,False,+911759521462,False,2024-04-18
SWGY12159,Aadhya Rao,aadhya.rao602@gmail.com,Nellore,New,True,,False,2024-11-03
SWGY12437,Aadhya Rao,aadhya.rao672@outlook.com,,Swiggy One Member,True,,True,2023-12-23
SWGY10061,Aadhya Rao,aadhya.rao695@hotmail.com,Hyderabad,New,False,,True,2024-11-06
SWGY10788,Aadhya Rao,aadhya.rao75@yahoo.com,Mumbai,Frequent Orderer,False,+917612385951,False,2024-12-15
SWGY13568,Aadhya Rao,aadhya.rao840@gmail.co,Kochi,Frequent Orderer,False,+919337198658,True,2025-05-02
SWGY10318,Aadhya Reddy,aadhya.reddy111@gmail.com,Mumbai,Dormant,False,+918907140140,False,2023-06-20
SWGY13282,Aadhya Reddy,aadhya.reddy117@outlook.com,Kochi,Dormant,False,+919156740794,True,2024-05-02
SWGY13243,Aadhya Reddy,aadhya.reddy272@gmail.co,Kochi,Unclassified,True,+911063707218,True,2024-08-06
SWGY13855,Aadhya Reddy,aadhya.reddy318@hotmail.com,Kochi,Churned,True,+915525687088,False,2024-02-11
SWGY15491,Aadhya Reddy,aadhya.reddy43@outlook.com,Mumbai,Frequent Orderer,False,,True,2024-01-11
SWGY10915,Aadhya Reddy,aadhya.reddy464@hotmail.com,Chennai,Dormant,False,+917310081785,False,2024-04-20
SWGY12047,Aadhya Reddy,aadhya.reddy503@gmail.com,Jaipur,Dormant,False,+916206370355,False,2023-06-15
SWGY13691,Aadhya Reddy,aadhya.reddy503@outlook.com,Mumbai,Dormant,False,+919788235531,True,2025-02-01
SWGY11735,Aadhya Reddy,aadhya.reddy69@outlook.com,Nellore,Frequent Orderer,False,+918531419887,True,2023-10-31
SWGY13774,Aadhya Reddy,aadhya.reddy703@outlook.com,Mumbai,Frequent Orderer,False,+910158967196,False,2023-12-11
SWGY10057,Aadhya Reddy,aadhya.reddy704@gmail.co,Pune,Frequent Orderer,False,+911161528098,False,2024-08-11
SWGY13229,Aadhya Reddy,aadhya.reddy802@hotmail.com,Gurugram,Frequent Orderer,False,+913760617125,True,2024-07-24
SWGY15169,Aadhya Reddy,aadhya.reddy805@gmail.com,Ahmedabad,Swiggy One Member,True,+914062898240,False,2023-10-09
SWGY11901,Aadhya Reddy,aadhya.reddy835@outlook.com,Lucknow,Swiggy One Member,True,+915861805839,False,2024-01-09
SWGY12152,Aadhya Reddy,aadhya.reddy919@yahoo.com,Mumbai,Dormant,False,+913478735414,True,2023-09-20
SWGY11799,Aadhya Sharma,aadhya.sharma224@hotmail.com,Gurugram,Dormant,True,+918150439035,True,2024-04-15
SWGY10996,Aadhya Sharma,aadhya.sharma262@outlook.com,Pune,Frequent Orderer,False,,True,2024-02-11
SWGY11019,Aadhya Sharma,aadhya.sharma291@hotmail.com,Gurugram,Frequent Orderer,False,+914667201082,False,2024-04-25
SWGY13658,Aadhya Sharma,aadhya.sharma421@outlook.com,Delhi,Swiggy One Member,True,+911240403417,False,2023-10-11
SWGY11385,Aadhya Sharma,aadhya.sharma483@gmail.com,Hyderabad,Dormant,False,+911028745120,True,2023-12-17
SWGY13965,Aadhya Sharma,aadhya.sharma536@outlook.com,Lucknow,Frequent Orderer,True,+914788255661,True,2024-09-07
SWGY10743,Aadhya Sharma,aadhya.sharma575@gmail.com,Pune,New,False,+917788519053,True,2024-09-17
SWGY13283,Aadhya Sharma,aadhya.sharma877@gmail.com,Ahmedabad,Churned,True,+912982248971,False,2024-12-07
SWGY11897,Aadhya Sharma,aadhya.sharma902@outlook.com,Lucknow,Churned,True,+917642812598,True,2023-10-19
SWGY15296,Aadhya Sharma,aadhya.sharma954@hotmail.com,Mumbai,Swiggy One Member,True,,False,2023-08-16
SWGY14216,Aadhya Shetty,aadhya.shetty102@yahoo.com,Mumbai,Unclassified,False,+913887240024,True,2023-10-11
SWGY10524,Aadhya Shetty,aadhya.shetty133@outlook.com,Jaipur,Churned,False,+911078356743,False,2025-02-17
SWGY15587,Aadhya Shetty,aadhya.shetty21@hotmail.com,Nellore,Churned,False,+914740100422,True,2024-12-28
SWGY11676,Aadhya Shetty,aadhya.shetty305@hotmail.com,Nellore,Unclassified,False,+918272913675,True,2024-11-07
SWGY15161,Aadhya Shetty,aadhya.shetty351@outlook.com,Kochi,Swiggy One Member,True,+914410167222,True,2024-07-03
SWGY15448,Aadhya Shetty,aadhya.shetty514@outlook.com,Gurugram,Dormant,False,+919900864675,True,2025-05-17
SWGY15122,Aadhya Shetty,aadhya.shetty806@gmail.co,Nellore,Swiggy One Member,True,+913811184492,True,2024-05-10
SWGY10769,Aadhya Shetty,aadhya.shetty806@gmail.com,Noida,Swiggy One Member,True,+918221040164,True,2025-02-18
SWGY13346,Aadhya Singh,aadhya.singh152@yahoo.com,Lucknow,Frequent Orderer,True,+911177155367,False,2025-03-01
SWGY14350,Aadhya Singh,aadhya.singh456@yahoo.com,Chennai,Swiggy One Member,True,,False,2024-09-23
SWGY10251,Aadhya Singh,aadhya.singh460@hotmail.com,Vijayawada,Unclassified,False,,False,2023-11-04
SWGY14751,Aadhya Singh,aadhya.singh549@yahoo.com,Chennai,Frequent Orderer,False,+918259978545,True,2024-09-06
SWGY13528,Aadhya Singh,aadhya.singh71@yahoo.com,,New,False,+910416485155,False,2023-06-09
SWGY15564,Aadhya Singh,aadhya.singh729@hotmail.com,Nellore,Dormant,False,+912049776380,True,2023-09-25
SWGY15087,Aadhya Singh,aadhya.singh751@yahoo.com,Ahmedabad,Dormant,False,+915277642649,False,2024-04-03
SWGY14192,Aadhya Singh,aadhya.singh781@outlook.com,Lucknow,Swiggy One Member,True,,False,2023-06-16
SWGY15522,Aadhya Singh,aadhya.singh895@gmail.com,Vijayawada,Dormant,False,+913892807984,True,2024-09-01
SWGY10254,Aadhya Singh,aadhya.singh950@gmail.co,Jaipur,Churned,False,+917573660965,False,2025-04-18
SWGY14385,Aadhya Verma,aadhya.verma116@yahoo.com,Ahmedabad,Frequent Orderer,True,+918997901176,False,2024-10-19
SWGY11096,Aadhya Verma,aadhya.verma542@gmail.co,Kolkata,Dormant,False,+911259497220,False,2024-07-17
SWGY11962X,Aadhya Verma,aadhya.verma547@yahoo.com,Bengaluru,Swiggy One Member,True,+919366666260,True,2023-06-08
SWGY14575,Aadhya Verma,aadhya.verma550@gmail.com,Jaipur,Churned,False,+910133034902,False,2023-06-03
SWGY14434,Aadhya Verma,aadhya.verma65@hotmail.com,Lucknow,Dormant,False,,True,2023-11-16
SWGY14701X,Aadhya Verma,aadhya.verma717@gmail.com,Delhi,New,False,+912771050183,True,2023-11-05
SWGY10526,Aadhya Verma,aadhya.verma771@hotmail.com,Hyderabad,New,True,+910301027240,False,2024-01-24
SWGY11343,Aadhya Verma,aadhya.verma813@yahoo.com,Mumbai,Dormant,False,+914801537358,False,2025-03-10
SWGY12227,Aadhya Verma,aadhya.verma890@gmail.com,Bengaluru,New,True,+918800300537,False,2024-12-19
SWGY11722,Aarav Bose,aarav.bose125@hotmail.com,Ahmedabad,Frequent Orderer,False,+914523959602,True,2025-03-05
SWGY12979,Aarav Bose,aarav.bose180@gmail.com,Bengaluru,New,False,+919830200565,False,2023-08-15
SWGY15893,Aarav Bose,aarav.bose189@outlook.com,Noida,Dormant,False,+919478818478,False,2024-05-31
SWGY12305X,Aarav Bose,aarav.bose205@outlook.com,Nellore,Churned,False,+918077383453,True,2024-10-30
SWGY14854,Aarav Bose,aarav.bose365@hotmail.com,Bengaluru,New,False,,True,2024-06-17
SWGY12894X,Aarav Bose,aarav.bose443@hotmail.com,Noida,New,True,+915666683272,False,2024-06-02
SWGY14167,Aarav Bose,aarav.bose467@yahoo.com,Noida,Swiggy One Member,True,+918210567338,True,2023-07-15
SWGY13773,Aarav Bose,aarav.bose720@yahoo.com,,Frequent Orderer,True,+917947311098,False,2025-05-19
SWGY14284,Aarav Bose,aarav.bose753@outlook.com,Jaipur,New,False,,True,2024-12-13
SWGY12638,Aarav Bose,aarav.bose769@gmail.com,Noida,Frequent Orderer,False,+912607347843,True,2024-09-05
SWGY12841,Aarav Bose,aarav.bose793@yahoo.com,Kolkata,Frequent Orderer,True,+915790354064,True,2024-08-21
SWGY14286,Aarav Bose,aarav.bose963@yahoo.com,Ahmedabad,Frequent Orderer,False,+919825162816,False,2023-12-08
SWGY12927,Aarav Chatterjee,aarav.chatterjee21@outlook.com,Mumbai,Frequent Orderer,False,,False,2024-11-11
SWGY15418,Aarav Chatterjee,aarav.chatterjee308@gmail.com,Vijayawada,Frequent Orderer,False,+917188668926,False,2024-04-06
SWGY13130,Aarav Chatterjee,aarav.chatterjee522@yahoo.com,Chennai,Frequent Orderer,True,+914132950102,True,2023-09-09
SWGY12456,Aarav Chatterjee,aarav.chatterjee53@gmail.com,Ahmedabad,Churned,False,+917018325661,False,2025-02-13
SWGY14881,Aarav Chatterjee,aarav.chatterjee640@gmail.co,Hyderabad,New,False,+910064384282,False,2024-12-02
SWGY14231,Aarav Chatterjee,aarav.chatterjee698@gmail.co,Mumbai,Swiggy One Member,True,+911924418923,True,2025-05-08
SWGY10048,Aarav Chatterjee,aarav.chatterjee763@gmail.com,Chennai,Swiggy One Member,True,,True,2023-06-09
SWGY15614,Aarav Chatterjee,aarav.chatterjee915@outlook.com,Hyderabad,Frequent Orderer,False,,False,2024-11-30
SWGY10694,Aarav Chatterjee,aarav.chatterjee95@gmail.com,Bengaluru,Unclassified,True,+911765397054,False,2024-10-12
SWGY10148,Aarav Chatterjee,aarav.chatterjee97@gmail.co,Noida,Swiggy One Member,True,+912100323651,True,2024-09-06
SWGY11202,Aarav Chatterjee,aarav.chatterjee992@gmail.com,Hyderabad,Frequent Orderer,False,+913789121397,False,2024-05-18
SWGY13409,Aarav Das,aarav.das193@outlook.com,Delhi,Swiggy One Member,True,+918354211357,True,2024-04-01
SWGY15968,Aarav Das,aarav.das368@outlook.com,Delhi,New,False,+918116692187,False,2023-07-10
SWGY14824,Aarav Das,aarav.das430@yahoo.com,Hyderabad,Unclassified,False,+918975482948,False,2025-05-11
SWGY11647,Aarav Das,aarav.das593@gmail.com,Lucknow,Churned,False,+911121816793,False,2025-05-02
SWGY14900,Aarav Das,aarav.das672@gmail.com,Lucknow,Dormant,False,+915133412315,False,2025-02-16
SWGY15838,Aarav Das,aarav.das802@gmail.com,Chennai,Dormant,False,+915232635644,False,2024-12-12
SWGY11418X,Aarav Das,aarav.das866@yahoo.com,Gurugram,Churned,False,+915861768225,True,2025-03-02
SWGY12055,Aarav Das,aarav.das899@hotmail.com,Mumbai,Unclassified,False,+911805141200,True,2023-12-31
SWGY10956,Aarav Das,aarav.das947@gmail.co,Vijayawada,Unclassified,False,,False,2023-11-09
SWGY10087,Aarav Gupta,aarav.gupta50@gmail.com,Kolkata,Unclassified,False,+919748016245,False,2024-10-30
SWGY14799,Aarav Gupta,aarav.gupta516@yahoo.com,Noida,Dormant,True,+912772828975,False,2024-09-23
SWGY12197,Aarav Gupta,aarav.gupta647@hotmail.com,Nellore,Unclassified,True,,False,2025-02-06
SWGY15855,Aarav Gupta,aarav.gupta737@yahoo.com,Hyderabad,New,False,+912611238476,False,2024-03-08
SWGY13499,Aarav Gupta,aarav.gupta825@gmail.co,Kolkata,Swiggy One Member,True,,False,2023-12-25
SWGY11473,Aarav Gupta,aarav.gupta869@yahoo.com,Pune,New,True,,False,2025-04-25
SWGY15806,Aarav Gupta,aarav.gupta871@gmail.com,Gurugram,New,True,+918757548304,False,2023-08-10
SWGY15973,Aarav Gupta,aarav.gupta924@gmail.co,Nellore,Frequent Orderer,True,+918250725084,False,2024-12-01
SWGY10619,Aarav Iyer,aarav.iyer12@hotmail.com,Ahmedabad,Dormant,False,+915396737948,True,2023-07-05
SWGY12341,Aarav Iyer,aarav.iyer177@gmail.co,Vijayawada,Swiggy One Member,True,+911342045781,True,2023-08-17
SWGY12770,Aarav Iyer,aarav.iyer185@gmail.co,Delhi,Dormant,False,,True,2025-03-18
SWGY15648,Aarav Iyer,aarav.iyer198@hotmail.com,Gurugram,New,False,+918916190581,False,2024-10-19
SWGY11121,Aarav Iyer,aarav.iyer28@gmail.com,,Dormant,True,+913017316715,False,2024-05-27
